0x922AB52329ddc56f0D9c2Fe8975018b38fE420f6,430512.2224
0x148065E69F28FBea43F8E2794626eA5dfe317a7F,232266.2056
0x1afabbc5edfef55a52eb15a352bc272507c82882,135794.358
0xf4A5A556BD63C0877345eEd77c73c2791D0EcAC9,121198.2431
0x555e0e1dabd9bdb568a1d1357dedcefc21c3e25f,113305.3306
0xDB27Cd8a34b7567EeF594ADB8302bCF065A50395,97713.88195
0x2D3D50CeB0013B3f0fC01D38290db811CF3598D2,84145.97359
0xc0972908A7F4f35A1674caaef28c5040549594F7,81271.30483
0x3E300E8367A8c8fb4Bd0e3C339BE601D762C01E9,80302.86713
0x9F165Ae9abD3C8C729F27c6c363b41dfeDacCC0E,77365.94631
0x3C6361B62dE94b82Fcd3d6b7A6107bDe2C7a5ca6,72169.65637
0x5E28788c65c91E71f236323dAa5EA002cAcBC4A2,65609.80899
0xbe715b3faf36d97a2f856c4a610990b698651784,64155.11816
0x7e510e759fd33d9529365fee11104b03a191e306,63417.87451
0x19437EFe9cFC9656103A7870F9B4918De23d11Bd,57829.00804
0xc8d580c86bBc3A2dD4E6898Bb4ff428a2C70f2d2,56555.19876
0xCD632BB373E0FEA4acD225a5432dd47E56949701,55741.99405
0xdF85155343FDa3D2F7ed769E73463ca5c9BdC057,55208.79232
0x14F5EBcC59292aA95784D958f78aDC4def5D681f,54071.8127
0x5DF201A479d19e43cBDbFF57EbDFA15243C4e8ec,53980.89083
0x91c3323A922dc6789ceF67ce75E2954FC8b21C4A,43379.99599
0xd84049cC831582236D8b2184C25B1CEea51D06Fa,37062.90994
0xbC2456E3ed4Ab535b56Ba7dDA71180Ee556Fe346,36972.07217
0x93e4C0601d10C8578E18E57950cdF85097387878,36173.12503
0x3421ed762CC81872485d50a10E8fA597c93Eacc6,35712.74418
0xED1A48cEd6b39b3ECd82Ea42c4A28fBAa0341c6c,34139.06625
0x22266499677B6C983F1A56A16046AFA68DB564BB,33679.37483
0xb6a34Bd460f02241e80e031023ec20ce6FC310AE,31860.81422
0xDDa704B0E64ca2e4414F58CBC6CB6c6f50C5c5ff,29310.83835
0xD0Beb26f68ac7fC597CF3a5AF75f65135C7D5A22,28221.35566
0x61b5a42Ba6a2D7BC2420dF4E4A9ada6416d3a2Ad,28083.89023
0x34e66226c4486B7EC2C0Ebe0e215bd01A5121F88,27269.60152
0x016b0d52a79eac8b85d494ecdf63549f4d66a2ed,26946.43819
0x9Db49649d1d237138E7689D013348a906F20a742,26343.20892
0xA07f040c4c4Af0D3769fDA1660a735aA42352C3F,23939.77058
0x09611739Dfc18DE0302E1911DDdeC5E161fBf850,23816.01744
0x5D48B8b71E34e7f89438C71841C9CfaCe8C8eBCD,23069.23195
0xc1B1C1e833BfDAaB0de39AeFbf516F99FB34eaC2,22533.14982
0xDbf799Db53d90802581a062D5837c7942cbeDF99,21938.35312
0xb88E6ba91212Ac639ee0E734cAc532aDe4fE8dbF,21447.97602
0x6001c39174ed826b5d28e4791c4aa96a945258da,21299.67469
0x07eA333F47fb24ab5984a7Ef958A2FC1b0ce79E7,20674.96329
0xAb07509E324DA4523Dc8A495A7D313911fe956F7,19286.73622
0xa0BCE6e4bFfE868D45DEa4EE04CC4cBcA694e437,19233.58656
0x6CaD3333e8cc4b5a3Ae18ccB3DDe8777923fF101,18928.20053
0xB6fFaA90A17090ab074e11990564AbCD5e9f3CD9,18841.66191
0x517d5f322B04feEb094367Bbc83Dc191bd575B95,18489.77625
0x5d652586eEF078fF80CD70292e602cA6E2A71Ab8,18389.65959
0x521B617Fd6f4F8c66b45Fe98599a53DfE0C828A5,17394.94117
0x24E7621abe44adf27433501BEdc313368054aa88,17351.48539
0x59267aeFae50c6d29365A22C758655289FB79514,17031.38525
0xBa95274eFdB07a3D851dbC3b01eDc4FA24bcCB4f,16453.67829
0x323f5BB64B34E259ed16ccc3F5037F4857a684DF,16303.86553
0x5c3C1ea84Bd2E0E8FFB00D419c5C0A5748C094AB,16184.40063
0x5CA91274563Db27961358816b2Ea673993E0096D,15960.21664
0x133D93566f9699B3Af46fE150daA8a67a9563ED6,15795.26757
0x12a60dce40cc7Cd19ACE49569E3ED061Bf80D8D5,15525.45368
0xA0DF881F1ad007FaBeDd74559A6f7D8773B56A51,14320.92259
0x90b64aC62F75718F73E070137e049565E023aa6e,14232.00086
0x71161687463077A32982b25cc34C2f562231012D,13157.17717
0xDebDCb2E8683861e8F26E36A0fd32a8141524c47,12290.22982
0xBe51C2398D110274c36849bf83a32c0Ed7F55FD3,12279.88286
0x0D4609B1e114F3cF8978AaFa683081EF51f509AA,11920.39096
0x7ddc43b42e932b96168bcbb489f14b8c9d7b493b,11157.82771
0xdaA0307DB3a40e1a477387BF26b7ebEfd2Bc9129,10757.07604
0xe0344cc1445058c7d1d1daf81bb94c5164c6e705,10586.76221
0xAd5f69752f940406c75C9Cdd70071e79d12a383c,10198.5104
0xd298ee56C81782005321E34a65394Cf5785a4f9A,9533.014348
0x5e8Cfe345D1dEFb683065bf0c61c606e4Ad03C09,8994.895194
0xb7d0596e636dBEc773075372868b14d5a224C0Fd,8852.177449
0x1B12e9914c306CceCC099F303fE8b7EFb37ef92B,8843.130491
0xd58cd1600e559f26b12d0f7ac1913c015b4c73d8,8569.845925
0x9d3cD1EBF7de2C9CF20bDEB3b505226B97B3ec65,8442.300901
0x84d3B42fD8Ca64528ACCC94C0Df328DA211D02dE,8310.574254
0x3CeC0F67d027783ED47ac2Edb122e9A0653e62F7,7875.5728
0x3762bF62fF546460E1D6D1Eae73D5Ce0A2774473,7867.18328
0x7112e07D6602c28180A55dD768fB3E36B5931561,7632.940725
0x6870a0911fB1F645D5c93e1b29f57e12241011Ec,7102.031353
0x2d4a0BE3A16E8DaEdFdA070C7daaF726cb19A1AC,6788.70343
0xA86AFa66eda2BEFdB3E7876fBdE781B8f8cD1Df8,6631.033669
0xB08f2DB3e3448597f3eE58B73B3f2eB8718A6Ca2,6333.260195
0x7b521dd7d98bbd54d369770583b3c7478e9ae534,6314.485071
0x038a3CBf2E80392BB9B7ad7D3B6de903D86f60e0,5893.419478
0x49BAB2ddf4E5271405450cEE0b23e143796C3003,5747.911125
0xca386a9a28bca3fcdf19a1e0f9152ff4938a7b84,5731.253104
0xE25B7a42A6c75c05bCff9FdfDf2A7B97a0338EC1,5516.615832
0x246CD0b691200Cbc074fEEA876ad9fAf9EE558a2,5503.511355
0xbC80dbFC07D18208690F49dEdb759d451b369c60,5273.162248
0xD7484212164500da944387a7a3343c17CD761211,5045.360172
0x923fA707e31Fb7fC9be2Bd8683DF88d4D8cCb48C,4974.455436
0x43713a10826Ef82053487d76fcC2AA697453AF12,4910.607648
0xa0b7a66F7D3A631e7a5aBDd60C66c2a1B15E38B7,4847.37793
0x74be5F2fD0272c47839ced39ADCAA4f181F1233f,4818.595882
0xDDCB9a50D13DAE5F4490bF74CAA58AE3307119aC,4737.764335
0x4AeeB439Ad821A8e8f9C235CE7E492bC544Bc017,4675.183184
0x6bE95B8321369C97a920831d9f378fF941A201c8,4644.125304
0x025B96FAC92837546A1cb77560C8627815A85d14,4208.181687
0x1E0b16d340eD938A71467998e997e995110eD596,4161.706511
0xb8a670aE62C10363523402E29848477d60Dc5388,4130.650174
0xC70D54f2453803EeF0FFfd06b21469fD22c43Ad9,3949.410632
0x3666BfCb401C09e782defc9d3523D809A7Ef02cE,3920.192918
0x7522b84367CFb1038BFdb5d630d871F35A3fe0d0,3704.423718
0x0A806011a5dc36Cdc482BfF4b20699A348e7f47d,3699.226285
0xFf93bBb096C3e38e225874D630aC15f56FA56B55,3682.134836
0x026F549694cCBDAC252436b611B75C463EA497eC,3646.868294
0xe0e2c4c95149eb6a84b3426c8676f7cf7fa37a35,3638.793888
0x0539A86683740eFf6C15982D177E2d6E3c341AB6,3486.416352
0x65c9F20eD19C5675e5Bf4D6e6f1Ae2899723A17a,3421.531333
0x7E6D6eF4DbAF549832d0521030CC25451582236e,3420.855384
0x9a13880d31EC3338BfCA0A3EB5eec390aE2A5f76,3284.862109
0x4dF4CBc43674B2348352C55eaC59bEdD0901E96c,3243.917519
0x3BAf5595AbB35aF981b43169bBA95F0F4B40A321,3170.509493
0xde7a453f42a204dfa784ddc16eb4d0b78f2084c5,3161.482667
0x0A933ABB3a022263890992B29E302d9453B4Bae5,3161.049203
0x9bA9d4C485f9D90178949614a22D34d95C3F467D,3139.448555
0xd1FD6b7d78361d24875E11bB97BA282fB52C5003,3064.612463
0xCA3898Fd0EC67164Baa535807BE3Cc96a8aFeF2b,3064.077131