"0x922AB52329ddc56f0D9c2Fe8975018b38fE420f6,426558.7512"
"0x148065E69F28FBea43F8E2794626eA5dfe317a7F,227582.3504"
"0x1afabbc5edfef55a52eb15a352bc272507c82882,133529.3125"
"0xf4A5A556BD63C0877345eEd77c73c2791D0EcAC9,119184.2431"
"0x555e0e1dabd9bdb568a1d1357dedcefc21c3e25f,111394.1878"
"0x9F165Ae9abD3C8C729F27c6c363b41dfeDacCC0E,85626.94544"
"0x2D3D50CeB0013B3f0fC01D38290db811CF3598D2,82845.82309"
"0xc0972908A7F4f35A1674caaef28c5040549594F7,82391.79071"
"0x3E300E8367A8c8fb4Bd0e3C339BE601D762C01E9,79080.91453"
"0x3C6361B62dE94b82Fcd3d6b7A6107bDe2C7a5ca6,71137.87023"
"0x5E28788c65c91E71f236323dAa5EA002cAcBC4A2,64489.02391"
"0x7e510e759fd33d9529365fee11104b03a191e306,62339.83565"
"0xDDa704B0E64ca2e4414F58CBC6CB6c6f50C5c5ff,61220.8929"
"0x19437EFe9cFC9656103A7870F9B4918De23d11Bd,56856.53664"
"0xc8d580c86bBc3A2dD4E6898Bb4ff428a2C70f2d2,55587.76352"
"0xCD632BB373E0FEA4acD225a5432dd47E56949701,54756.63687"
"0xdF85155343FDa3D2F7ed769E73463ca5c9BdC057,54220.54803"
"0x5DF201A479d19e43cBDbFF57EbDFA15243C4e8ec,53009.69443"
"0xBE715b3fAf36D97a2F856c4A610990B698651784,52941.33753"
"0xbD987a10e8432036b637643896c444B858722b2c,52890.13826"
"0x91c3323A922dc6789ceF67ce75E2954FC8b21C4A,42617.10006"
"0x98a0efc622cDc86B38484Ce6A6729606D26e500e,37116.45155"
"0xd84049cC831582236D8b2184C25B1CEea51D06Fa,36437.55849"
"0xbC2456E3ed4Ab535b56Ba7dDA71180Ee556Fe346,36346.79657"
"0x93e4C0601d10C8578E18E57950cdF85097387878,35537.73371"
"0x3421ed762CC81872485d50a10E8fA597c93Eacc6,35088.36614"
"0x22266499677B6C983F1A56A16046AFA68DB564BB,34957.24585"
"0x14F5EBcC59292aA95784D958f78aDC4def5D681f,34957.01997"
"0xED1A48cEd6b39b3ECd82Ea42c4A28fBAa0341c6c,33550.45135"
"0xb6a34Bd460f02241e80e031023ec20ce6FC310AE,31324.03064"
"0xD0Beb26f68ac7fC597CF3a5AF75f65135C7D5A22,27760.70752"
"0x61b5a42Ba6a2D7BC2420dF4E4A9ada6416d3a2Ad,27621.90094"
"0x34e66226c4486B7EC2C0Ebe0e215bd01A5121F88,26819.73105"
"0x016b0d52a79eac8b85d494ecdf63549f4d66a2ed,26497.35696"
"0x9Db49649d1d237138E7689D013348a906F20a742,25907.10786"
"0x90b64aC62F75718F73E070137e049565E023aa6e,24667.84943"
"0xc1B1C1e833BfDAaB0de39AeFbf516F99FB34eaC2,24613.70114"
"0xA07f040c4c4Af0D3769fDA1660a735aA42352C3F,23525.24217"
"0x71161687463077A32982b25cc34C2f562231012D,23482.26999"
"0x09611739Dfc18DE0302E1911DDdeC5E161fBf850,23391.47414"
"0x5D48B8b71E34e7f89438C71841C9CfaCe8C8eBCD,22663.70783"
"0xDbf799Db53d90802581a062D5837c7942cbeDF99,21544.7939"
"0xa0BCE6e4bFfE868D45DEa4EE04CC4cBcA694e437,21390.74327"
"0xb88E6ba91212Ac639ee0E734cAc532aDe4fE8dbF,21060.91074"
"0x6001c39174ed826b5d28e4791c4aa96a945258da,20913.82588"
"0x07eA333F47fb24ab5984a7Ef958A2FC1b0ce79E7,20299.24818"
"0xAb07509E324DA4523Dc8A495A7D313911fe956F7,18928.35329"
"0x6CaD3333e8cc4b5a3Ae18ccB3DDe8777923fF101,18576.71495"
"0xB6fFaA90A17090ab074e11990564AbCD5e9f3CD9,18488.23985"
"0x517d5f322B04feEb094367Bbc83Dc191bd575B95,18143.44931"
"0x5d652586eEF078fF80CD70292e602cA6E2A71Ab8,18043.899"
"0x521B617Fd6f4F8c66b45Fe98599a53DfE0C828A5,17068.10424"
"0x24E7621abe44adf27433501BEdc313368054aa88,17025.6367"
"0xA1dC29270c60dd37D64643d20151b7Ee1806B776,16981.73567"
"0x59267aeFae50c6d29365A22C758655289FB79514,16710.19179"
"0xDB27Cd8a34b7567EeF594ADB8302bCF065A50395,16514.02301"
"0xBa95274eFdB07a3D851dbC3b01eDc4FA24bcCB4f,16139.24064"
"0x323f5BB64B34E259ed16ccc3F5037F4857a684DF,15986.10752"
"0x5c3C1ea84Bd2E0E8FFB00D419c5C0A5748C094AB,15865.17899"
"0x5CA91274563Db27961358816b2Ea673993E0096D,15646.4661"
"0x133D93566f9699B3Af46fE150daA8a67a9563ED6,15476.87742"
"0x12a60dce40cc7Cd19ACE49569E3ED061Bf80D8D5,15210.52642"
"0xA0DF881F1ad007FaBeDd74559A6f7D8773B56A51,14029.95446"
"0xDebDCb2E8683861e8F26E36A0fd32a8141524c47,12046.72685"
"0xBe51C2398D110274c36849bf83a32c0Ed7F55FD3,12035.69326"
"0x7ddc43b42e932b96168bcbb489f14b8c9d7b493b,10927.67878"
"0xdaA0307DB3a40e1a477387BF26b7ebEfd2Bc9129,10536.34212"
"0xe0344cc1445058c7d1d1daf81bb94c5164c6e705,10367.9601"
"0xAd5f69752f940406c75C9Cdd70071e79d12a383c,9988.690778"
"0xd298ee56C81782005321E34a65394Cf5785a4f9A,9338.204185"
"0x5e8Cfe345D1dEFb683065bf0c61c606e4Ad03C09,8812.163188"
"0xb7d0596e636dBEc773075372868b14d5a224C0Fd,8672.972913"
"0x1B12e9914c306CceCC099F303fE8b7EFb37ef92B,8664.151675"
"0xd58cd1600e559f26b12d0f7ac1913c015b4c73d8,8349.781625"
"0x9d3cD1EBF7de2C9CF20bDEB3b505226B97B3ec65,8225.511818"
"0x84d3B42fD8Ca64528ACCC94C0Df328DA211D02dE,8097.167768"
"0x3762bF62fF546460E1D6D1Eae73D5Ce0A2774473,7665.16259"
"0x7112e07D6602c28180A55dD768fB3E36B5931561,7436.935129"
"0x6870a0911fB1F645D5c93e1b29f57e12241011Ec,6919.658932"
"0x2d4a0BE3A16E8DaEdFdA070C7daaF726cb19A1AC,6614.376929"
"0xA86AFa66eda2BEFdB3E7876fBdE781B8f8cD1Df8,6460.755954"
"0xB08f2DB3e3448597f3eE58B73B3f2eB8718A6Ca2,6170.628978"
"0x7b521dd7d98bbd54d369770583b3c7478e9ae534,6152.335979"
"0x038a3CBf2E80392BB9B7ad7D3B6de903D86f60e0,5742.082891"
"0x49BAB2ddf4E5271405450cEE0b23e143796C3003,5600.311034"
"0xca386a9a28bca3fcdf19a1e0f9152ff4938a7b84,5584.080772"
"0xE25B7a42A6c75c05bCff9FdfDf2A7B97a0338EC1,5374.955152"
"0x246CD0b691200Cbc074fEEA876ad9fAf9EE558a2,5362.187183"
"0xbC80dbFC07D18208690F49dEdb759d451b369c60,5137.75319"
"0xD7484212164500da944387a7a3343c17CD761211,4915.800823"
"0x923fA707e31Fb7fC9be2Bd8683DF88d4D8cCb48C,4846.716845"
"0x43713a10826Ef82053487d76fcC2AA697453AF12,4784.508597"
"0x43713a10826Ef82053487d76fcC2AA697453AF12,4784.508597"
"0xa0b7a66F7D3A631e7a5aBDd60C66c2a1B15E38B7,4722.90255"
"0x74be5F2fD0272c47839ced39ADCAA4f181F1233f,4694.859594"
"0xDDCB9a50D13DAE5F4490bF74CAA58AE3307119aC,4616.103713"
"0x4AeeB439Ad821A8e8f9C235CE7E492bC544Bc017,4555.129577"
"0x6bE95B8321369C97a920831d9f378fF941A201c8,4524.86923"
"0x025B96FAC92837546A1cb77560C8627815A85d14,4100.120169"
"0x1E0b16d340eD938A71467998e997e995110eD596,4054.838425"
"0xb8a670aE62C10363523402E29848477d60Dc5388,4024.57958"
"0xC70D54f2453803EeF0FFfd06b21469fD22c43Ad9,3847.994073"
"0x3666BfCb401C09e782defc9d3523D809A7Ef02cE,3819.526638"
"0x7522b84367CFb1038BFdb5d630d871F35A3fe0d0,3609.298155"
"0x0A806011a5dc36Cdc482BfF4b20699A348e7f47d,3604.234187"
"0xFf93bBb096C3e38e225874D630aC15f56FA56B55,3587.581628"
"0x026F549694cCBDAC252436b611B75C463EA497eC,3553.220691"
"0xe0e2c4c95149eb6a84b3426c8676f7cf7fa37a35,3545.353628"
"0x65c9F20eD19C5675e5Bf4D6e6f1Ae2899723A17a,3333.67014"
"0x7E6D6eF4DbAF549832d0521030CC25451582236e,3333.011548"
"0x9a13880d31EC3338BfCA0A3EB5eec390aE2A5f76,3200.510432"
"0x4dF4CBc43674B2348352C55eaC59bEdD0901E96c,3160.617254"
"0x3BAf5595AbB35aF981b43169bBA95F0F4B40A321,3089.094266"
"0xde7a453f42a204dfa784ddc16eb4d0b78f2084c5,3080.299238"
"0x0A933ABB3a022263890992B29E302d9453B4Bae5,3079.876905"
"0x9bA9d4C485f9D90178949614a22D34d95C3F467D,3058.830939"
"0xd1FD6b7d78361d24875E11bB97BA282fB52C5003,2985.916557"
"0xCA3898Fd0EC67164Baa535807BE3Cc96a8aFeF2b,2985.394971"
"0x68aa44093a83B207686c5C674259f8737782F59a,2976.739424"